title,content,tags
Stock tastes bony,"I made stock for the first time. I used the carcass of a duck, no meat, just the bones and added only peppercorns.
The result tasted like bones, as you might expect, since that is what it was made of.
Although bones do not taste bad per se, neither is it a very good taste either.
I did not add other ingredients because I thought I could always add other seasonings later.
When I read cooking books in their description of stock, they say that it ""extracts the flavor from the bones"" but in all honesty I do not understand why we want to do this, because bones do not have a particularly good flavor.
I cooked it just below boiling for about 4 hours. Is the plain bony taste to be expected, or was it too plain because I cooked it for too long?
",stock
convert MasterForge grill from natural to propane?,"Anyone know where I can get a conversion kit for natural gas to propane for a master forge grill? You can get them all day long for LP->NG.  I have been looking for years! 
",grilling
Why do you warm a Dutch oven up before baking bread?,"I want to attempt to make bread in my Dutch oven. Most of the recipes that I have found say to warm your Dutch oven up before putting the dough in. I have found a few recipes that say you don't have to warm it up first. Why should you warm it up first, and will it make a big difference in the bread? And what breads are best for baking in a Dutch oven?
","baking, equipment, bread"
Substituting Dried Cranberries for Fresh/Frozen,"I have a slow cooker recipe (for meat) that calls for 4 cups fresh or frozen cranberries. Fresh are out of season, and frozen out of stock at my usual stores.  All that's available are dried cranberries.
I'm wondering about the advisability of getting the dried cranberries and re-hydrating them in the other fluid ingredients of the recipe (e.g. apple juice) over the stove, and using them in the slow cooker as usual.
Is this a reasonable thing to do?  If so, what measure of dried cranberries will substitute for 4 cups frozen?  And how much fluid will that amount of dried cranberries require to re-hydrate to 4 cups?
","substitutions, cranberries"
Tricks for removing sausage casing?,"I often find myself making a sauce or a garnish for pasta using sausage meat that I am really just using more as a cured/seasoned ground meat - I remove the casing, then break up the sausage in a skillet until it returns to the formless chuck from whence it came.
Lately however, I've had huge amounts of trouble with the de-casing - it shreds, sticks to the meat, and just is a pain in general to remove.
I realize that this technique is easier with uncooked sausage than with pre-cooked, but does anybody have any overall tricks or tips for an easy way to de-case the sausages without broiling or cooking them first?
",sausages
How to clean a mill,"My girlfriend and I moved into a new flat together and now we´ve got at least 2 salt- and 2 pepper mills. We only need one of each kind and I wanted to ask, if somebody knows a good way to ""clean"" the mills and prepare them for reuse with another spice.
Is there an ideal, neutral substance for cleaning or any other trick?
","spices, cleaning, milling"
What is the difference between Pasta Sauce and Spaghetti Sauce?,"I'm deciding to make spaghetti squash today but can't decide what sauce to use: a pasta sauce or spaghetti sauce. I'm sure those are just general terms for many types of sauces, but can anyone give me an idea of the difference between the two? And also, what is marinara sauce?
","pasta, spaghetti"
How to cook tofu without burning?,"I've been trying to eat tofu lately (not using much oil to cook it) and I don't mind it, my only problem is that I can't seem to cook it without burning the pan and setting the smoke alarms off (twice!!). The actual tofu turns out ok but the pan comes out pretty blackened and hard to clean. 
Thanks. 
","vegetarian, frying-pan, tofu"
How long can you leave cooked liver sausage in casings at room temp after making the sausage from scratch?,"We recently made liver sausage,completely cooked and put in casings. 24 rings total.  Hung to dry.  left out at least room temp for 18 hrs.  Is it safe to eat?
",food-safety
How do I clean burnt milk from a glass-ceramic stove?,"I have a glass-ceramic stove (Ceran), and I did spill some milk on it,  which of course instantly burnt itself onto the surface. It seems resistant to any mild way of removing it, and I'm not sure how harsh I can try to remove it without damaging the glass-ceramic surface.
What is the easiest way to remove such burnt milk from a glass-ceramic stove without damaging it?
","cleaning, stove"
How important is drying hands for sanitation?,"Several sites describing how to wash your hands list drying as the last step. Some say you can use a clean towel or air dry them.
I've been curious about something for a while. What if I'm preparing some ingredient or recipe that requires or benefits from having wet hands? For example, handling ground meat with wet hands reduces sticking; sometimes you want to use wet hands to handle dough, either to add more moisture or prevent sticking. What if I'm just picking up vegetables and sticking them back under the running water to rinse them before cutting and cooking or eating them raw?
Is it unsanitary wash hands and skip drying them before handling food items? What types of contaminants are especially risky when doing this?
I prefer answers with sources from health or food safety agencies or organizations.
","food-safety, cleaning"
